Timestamp,main,Refrigerator
2011-04-18 00:24:00-04:00,312.10773,159.0625
2011-04-18 00:25:00-04:00,311.44193,159.0
2011-04-18 00:26:00-04:00,,
2011-04-18 00:27:00-04:00,265.7473,89.85714
2011-04-18 00:28:00-04:00,182.76184,0.4
2011-04-18 00:29:00-04:00,182.70999,0.6
2011-04-18 00:30:00-04:00,182.5385,0.53333336
2011-04-18 00:31:00-04:00,182.13383,0.53333336
2011-04-18 00:32:00-04:00,181.71184,0.6
2011-04-18 00:33:00-04:00,181.13,0.73333335
2011-04-18 00:34:00-04:00,181.23283,0.4
2011-04-18 00:35:00-04:00,181.18767,0.6875
2011-04-18 00:36:00-04:00,181.915,0.5
2011-04-18 00:37:00-04:00,182.926,0.6
2011-04-18 00:38:00-04:00,182.8375,0.46666667
2011-04-18 00:39:00-04:00,183.4285,0.2
2011-04-18 00:40:00-04:00,183.409,0.6875
2011-04-18 00:41:00-04:00,182.13588,1.0
2011-04-18 00:42:00-04:00,,
2011-04-18 00:43:00-04:00,182.44441,0.42857143
2011-04-18 00:44:00-04:00,182.70508,0.46666667
2011-04-18 00:45:00-04:00,182.88533,0.8
2011-04-18 00:46:00-04:00,182.80533,0.625
2011-04-18 00:47:00-04:00,182.88783,0.46666667
2011-04-18 00:48:00-04:00,182.70183,0.5
2011-04-18 00:49:00-04:00,182.75566,0.375
2011-04-18 00:50:00-04:00,182.7825,0.6666667
2011-04-18 00:51:00-04:00,182.74817,0.46666667
2011-04-18 00:52:00-04:00,182.36267,0.6
2011-04-18 00:53:00-04:00,182.74533,0.4
2011-04-18 00:54:00-04:00,183.86234,0.73333335
2011-04-18 00:55:00-04:00,183.814,0.625
2011-04-18 00:56:00-04:00,183.83284,0.6666667
2011-04-18 00:57:00-04:00,183.76056,0.5833333
2011-04-18 00:58:00-04:00,,
2011-04-18 00:59:00-04:00,182.14333,
2011-04-18 01:00:00-04:00,182.142,0.5833333
2011-04-18 01:01:00-04:00,182.06207,0.5714286
2011-04-18 01:02:00-04:00,182.03883,0.4
2011-04-18 01:03:00-04:00,182.14417,0.6
2011-04-18 01:04:00-04:00,181.97166,0.5
2011-04-18 01:05:00-04:00,182.14,0.6666667
2011-04-18 01:06:00-04:00,251.80516,75.46667
2011-04-18 01:07:00-04:00,328.50616,177.33333
2011-04-18 01:08:00-04:00,320.44434,169.46666
2011-04-18 01:09:00-04:00,318.726,168.25
2011-04-18 01:10:00-04:00,317.79483,166.53334
2011-04-18 01:11:00-04:00,317.77066,165.86667
2011-04-18 01:12:00-04:00,317.75684,165.13333
2011-04-18 01:13:00-04:00,317.75677,164.71428
2011-04-18 01:14:00-04:00,,
2011-04-18 01:15:00-04:00,315.49738,163.16667
2011-04-18 01:16:00-04:00,314.17334,162.28572
2011-04-18 01:17:00-04:00,313.78668,161.33333
2011-04-18 01:18:00-04:00,313.405,160.875
2011-04-18 01:19:00-04:00,312.68384,159.85715
2011-04-18 01:20:00-04:00,312.068,158.9375
2011-04-18 01:21:00-04:00,311.28387,158.5
2011-04-18 01:22:00-04:00,310.88055,157.5
2011-04-18 01:23:00-04:00,310.0675,157.2
2011-04-18 01:24:00-04:00,207.079,29.6875
2011-04-18 01:25:00-04:00,182.51732,0.5
2011-04-18 01:26:00-04:00,182.3912,0.5714286
2011-04-18 01:27:00-04:00,183.54117,0.73333335
2011-04-18 01:28:00-04:00,183.55917,0.46666667
2011-04-18 01:29:00-04:00,183.68567,0.5
2011-04-18 01:30:00-04:00,183.80467,0.6
2011-04-18 01:31:00-04:00,182.84967,0.6
2011-04-18 01:32:00-04:00,182.384,0.5625
2011-04-18 01:33:00-04:00,182.33301,0.6
2011-04-18 01:34:00-04:00,182.31416,0.33333334
2011-04-18 01:35:00-04:00,182.456,0.8
2011-04-18 01:36:00-04:00,182.45934,0.6
2011-04-18 01:37:00-04:00,182.475,0.46666667
2011-04-18 01:38:00-04:00,182.30283,0.6
2011-04-18 01:39:00-04:00,182.2525,0.625
2011-04-18 01:40:00-04:00,182.2645,0.4
2011-04-18 01:41:00-04:00,181.68916,0.6666667
2011-04-18 01:42:00-04:00,182.319,0.4
2011-04-18 01:43:00-04:00,182.85567,0.53333336
2011-04-18 01:44:00-04:00,182.75484,0.53333336
2011-04-18 01:45:00-04:00,183.073,0.53333336
2011-04-18 01:46:00-04:00,182.78017,0.53333336
2011-04-18 01:47:00-04:00,181.80217,0.73333335
2011-04-18 01:48:00-04:00,181.94333,0.6
2011-04-18 01:49:00-04:00,182.35117,0.46666667
2011-04-18 01:50:00-04:00,182.42883,0.53333336
2011-04-18 01:51:00-04:00,182.027,0.73333335
2011-04-18 01:52:00-04:00,181.84784,0.73333335
2011-04-18 01:53:00-04:00,181.62016,0.8
2011-04-18 01:54:00-04:00,181.55733,0.625
2011-04-18 01:55:00-04:00,181.68634,0.6666667
2011-04-18 01:56:00-04:00,181.37917,0.6
2011-04-18 01:57:00-04:00,181.8575,0.6
2011-04-18 01:58:00-04:00,182.42267,0.46666667
2011-04-18 01:59:00-04:00,182.546,0.64285713
2011-04-18 02:00:00-04:00,182.73267,0.6666667
2011-04-18 02:01:00-04:00,182.9475,0.73333335
2011-04-18 02:02:00-04:00,182.18367,0.53333336
2011-04-18 02:03:00-04:00,310.95667,149.125
2011-04-18 02:04:00-04:00,323.478,171.6
2011-04-18 02:05:00-04:00,320.22083,168.8
2011-04-18 02:06:00-04:00,319.07834,167.8
2011-04-18 02:07:00-04:00,318.92767,166.6
2011-04-18 02:08:00-04:00,317.73334,166.06667
2011-04-18 02:09:00-04:00,317.01868,165.0
2011-04-18 02:10:00-04:00,316.4275,164.13333
2011-04-18 02:11:00-04:00,315.673,163.73334
2011-04-18 02:12:00-04:00,314.7925,162.86667
2011-04-18 02:13:00-04:00,314.54016,162.33333
2011-04-18 02:14:00-04:00,315.27234,161.46666
2011-04-18 02:15:00-04:00,314.51733,160.86667
2011-04-18 02:16:00-04:00,313.53717,159.6875
2011-04-18 02:17:00-04:00,313.06284,159.06667
2011-04-18 02:18:00-04:00,311.75433,158.13333
2011-04-18 02:19:00-04:00,309.94547,157.6
2011-04-18 02:20:00-04:00,,78.75
2011-04-18 02:21:00-04:00,,0.4
2011-04-18 02:22:00-04:00,,0.46666667
2011-04-18 02:23:00-04:00,182.57071,0.46666667
2011-04-18 02:24:00-04:00,182.65367,0.46666667
2011-04-18 02:25:00-04:00,182.78383,0.33333334
2011-04-18 02:26:00-04:00,183.01483,0.53333336
2011-04-18 02:27:00-04:00,183.5285,0.33333334
2011-04-18 02:28:00-04:00,183.3325,0.33333334
2011-04-18 02:29:00-04:00,183.2865,0.53333336
2011-04-18 02:30:00-04:00,182.97583,0.4
2011-04-18 02:31:00-04:00,184.369,0.375
2011-04-18 02:32:00-04:00,184.97417,0.6
2011-04-18 02:33:00-04:00,184.83667,0.4
2011-04-18 02:34:00-04:00,185.06534,0.4
2011-04-18 02:35:00-04:00,185.1165,0.4
2011-04-18 02:36:00-04:00,183.38916,0.46666667
2011-04-18 02:37:00-04:00,183.45067,0.6
2011-04-18 02:38:00-04:00,183.02933,0.53333336
2011-04-18 02:39:00-04:00,182.7355,0.5625
2011-04-18 02:40:00-04:00,182.79283,0.33333334
2011-04-18 02:41:00-04:00,182.94867,0.53333336
2011-04-18 02:42:00-04:00,182.852,0.46666667
2011-04-18 02:43:00-04:00,182.88899,0.26666668
2011-04-18 02:44:00-04:00,182.61084,0.26666668
2011-04-18 02:45:00-04:00,182.38321,0.5
2011-04-18 02:46:00-04:00,182.24767,0.25
2011-04-18 02:47:00-04:00,182.8965,0.46666667
2011-04-18 02:48:00-04:00,184.62883,0.26666668
2011-04-18 02:49:00-04:00,184.59216,0.46666667
2011-04-18 02:50:00-04:00,184.50233,0.26666668
2011-04-18 02:51:00-04:00,184.52516,0.46666667
2011-04-18 02:52:00-04:00,183.15134,0.26666668
2011-04-18 02:53:00-04:00,182.83083,0.46666667
2011-04-18 02:54:00-04:00,182.6495,0.46666667
2011-04-18 02:55:00-04:00,182.55716,0.46666667
2011-04-18 02:56:00-04:00,182.3335,0.26666668
2011-04-18 02:57:00-04:00,182.24434,0.4
2011-04-18 02:58:00-04:00,182.44434,0.4
2011-04-18 02:59:00-04:00,288.64282,88.13333
2011-04-18 03:00:00-04:00,327.02133,175.26666
2011-04-18 03:01:00-04:00,320.703,169.1875
2011-04-18 03:02:00-04:00,319.86865,168.0
2011-04-18 03:03:00-04:00,319.85983,166.8
2011-04-18 03:04:00-04:00,319.297,165.75
2011-04-18 03:05:00-04:00,318.41,165.13333
2011-04-18 03:06:00-04:00,317.70517,164.2
2011-04-18 03:07:00-04:00,315.722,163.46666
2011-04-18 03:08:00-04:00,314.53067,162.75
2011-04-18 03:09:00-04:00,314.77863,162.125
2011-04-18 03:10:00-04:00,313.405,160.93333
2011-04-18 03:11:00-04:00,312.63882,160.6875
2011-04-18 03:12:00-04:00,312.13983,159.53334
2011-04-18 03:13:00-04:00,311.28384,159.06667
2011-04-18 03:14:00-04:00,310.91968,158.06667
2011-04-18 03:15:00-04:00,310.16583,157.0
2011-04-18 03:16:00-04:00,264.348,100.71429
2011-04-18 03:17:00-04:00,182.92067,0.4
2011-04-18 03:18:00-04:00,184.1995,0.33333334
2011-04-18 03:19:00-04:00,184.19084,0.26666668
2011-04-18 03:20:00-04:00,184.07767,0.6
2011-04-18 03:21:00-04:00,184.07683,0.33333334
2011-04-18 03:22:00-04:00,183.04,0.26666668
2011-04-18 03:23:00-04:00,182.3625,0.33333334
2011-04-18 03:24:00-04:00,182.614,0.6
